Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,36ecbplus2_10,Evidences,0,evidence collected during the April raid on the Eldorado compound,AnZhu,06-05-20 12:23,,,65,3.24,5,5
●,36ecbplus2_10,Church\Church-Misc,0,400 women and children being taken into protective custody,AnZhu,06-05-20 12:23,,,58,2.89,5,5
●,36ecbplus2_10,USA,0,a Texas appeal court,AnZhu,06-05-20 12:23,,,20,1,5,5
●,36ecbplus2_10,USA\USA-I,0,the child protection officials,AnZhu,06-05-20 12:24,,,30,1.49,5,5
●,36ecbplus2_10,USA\USA-I,0,The grand jury,AnZhu,06-05-20 12:24,,,14,0.7,5,5
●,36ecbplus2_10,Church\Church-Misc,0,four FLDS women,AnZhu,06-05-20 12:24,,,15,0.75,5,5
●,36ecbplus2_10,Church\Church-Misc,0,prophet Warren Jeffs's 16-year-old daughter,AnZhu,06-05-20 12:24,,,43,2.14,5,5
●,36ecbplus2_10,Church\Jeffs,0,prophet Warren Jeffs,AnZhu,06-05-20 12:24,,,20,1,5,5
●,36ecbplus2_10,Church\Jeffs,0,her father,AnZhu,06-05-20 12:24,,,10,0.5,5,5
●,36ecbplus2_10,Charges,0,placed into a religious marriage to an older man when she was just 15,AnZhu,06-05-20 12:25,,,69,3.44,5,5
●,36ecbplus2_10,Church\Church-Misc,0,an older man,AnZhu,06-05-20 12:25,,,12,0.6,5,5
●,36ecbplus2_10,Charges,0,The Texas charge against Jeffs,AnZhu,06-05-20 12:25,,,30,1.49,6,6
●,36ecbplus2_10,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:25,,,5,0.25,6,6
●,36ecbplus2_10,Charges,0,a first-degree felony count of sexually assaulting an under-aged girl,AnZhu,06-05-20 12:25,,,69,3.44,6,6
●,36ecbplus2_10,Sexual assult,0,sexually assaulting an under-aged girl,AnZhu,06-05-20 12:25,,,38,1.89,6,6
●,36ecbplus2_10,Church\Church-Misc,0,The other men,AnZhu,06-05-20 12:25,,,13,0.65,6,6
●,36ecbplus2_10,Charges,0,charges related to sexual assault of under-aged girls and bigamy,AnZhu,06-05-20 12:26,,,64,3.19,6,6
●,36ecbplus2_10,Sexual assult,0,sexual assault of under-aged girls,AnZhu,06-05-20 12:26,,,34,1.69,6,6
●,36ecbplus2_10,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:26,,,5,0.25,6,6
●,36ecbplus2_10,USA\Smith,0,"Matt Smith, the county attorney in Mohave County, Az.",AnZhu,06-05-20 12:26,,,53,2.64,6,6
●,36ecbplus2_10,Charges,0,the charges,AnZhu,06-05-20 12:26,,,11,0.55,6,6
●,36ecbplus2_10,USA\USA-I,0,The Americans,AnZhu,06-05-20 12:27,,,13,0.65,7,7
●,36ecbplus2_10,Church,0,the FLDS,AnZhu,06-05-20 12:27,,,8,0.4,7,7
●,36ecbplus2_10,Sexual assult,0,the sexual abuse of under-aged girls,AnZhu,06-05-20 12:27,,,36,1.79,7,7
●,36ecbplus2_10,Charges,0,the sexual abuse of under-aged girls,AnZhu,06-05-20 12:27,,,36,1.79,7,7
●,36ecbplus2_10,USA\Oppal,0,Attorney General Wally Oppal,AnZhu,06-05-20 12:27,,,28,1.39,7,7
●,36ecbplus2_10,Charges,0,the Criminal Code offence of polygamy,AnZhu,06-05-20 12:28,,,37,1.84,7,7
●,36ecbplus2_10,Raid,0,the April raid on the Eldorado compound,AnZhu,06-05-20 13:00,,,39,1.94,5,5
●,36ecbplus2_11,Church\Jeffs,0,Warren Jeffs,AnZhu,06-05-20 12:41,,,12,0.38,1,1
●,36ecbplus2_11,Charges,0,'spiritual' marriage,AnZhu,06-05-20 12:41,,,20,0.63,1,1
●,36ecbplus2_11,Charges,0,polygamy,AnZhu,06-05-20 12:41,,,8,0.25,1,1
●,36ecbplus2_11,Sexual assult,0,'spiritual' marriage,AnZhu,06-05-20 12:41,,,20,0.63,1,1
●,36ecbplus2_11,Church\Jeffs,0,"Warren Jeffs, leader of the Fundamentalist Church of Jesus Christ of Latter Day Saints",AnZhu,06-05-20 12:41,,,86,2.72,2,2
●,36ecbplus2_11,Church,0,the Fundamentalist Church of Jesus Christ of Latter Day Saints,AnZhu,06-05-20 12:41,,,62,1.96,2,2
●,36ecbplus2_11,USA\USA-I,0,the jury,AnZhu,06-05-20 12:41,,,8,0.25,2,2
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:41,,,5,0.16,3,3
●,36ecbplus2_11,Charges,0,charged with two counts of sexual assault for raping two under-aged girls and fathering a child with one of the girls,AnZhu,06-05-20 12:41,,,117,3.7,3,3
●,36ecbplus2_11,Sexual assult,0,sexual assault for raping two under-aged girls,AnZhu,06-05-20 12:42,,,46,1.45,3,3
●,36ecbplus2_11,USA\USA-I,0,an FBI agent,AnZhu,06-05-20 12:42,,,12,0.38,3,3
●,36ecbplus2_11,Evidences,0,documents seized from his church's compound in 2008,AnZhu,06-05-20 12:42,,,51,1.61,3,3
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:42,,,5,0.16,3,3
●,36ecbplus2_11,Charges,0,charges brought upon him and other members of the FLDS,AnZhu,06-05-20 12:42,,,54,1.71,3,3
●,36ecbplus2_11,Church\Church-Misc,0,other members of the FLDS,AnZhu,06-05-20 12:42,,,25,0.79,3,3
●,36ecbplus2_11,Church,0,the FLDS,AnZhu,06-05-20 12:43,,,8,0.25,3,3
●,36ecbplus2_11,Charges,0,unwarranted,AnZhu,06-05-20 12:43,,,11,0.35,3,3
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:44,,,5,0.16,3,3
●,36ecbplus2_11,Raid,0,the raid on the church,AnZhu,06-05-20 12:44,,,22,0.69,3,3
●,36ecbplus2_11,Raid,0,illegal,AnZhu,06-05-20 12:44,,,7,0.22,3,3
●,36ecbplus2_11,Raid,0,"the raid of the Yearning for Zion Ranch, executed after a tip that turned out to be a hoax",AnZhu,06-05-20 12:45,,,90,2.84,4,4
●,36ecbplus2_11,USA\USA-I,0,police,AnZhu,06-05-20 12:45,,,6,0.19,4,4
●,36ecbplus2_11,Church\Church-Misc,0,several underage girls who were heavily pregnant,AnZhu,06-05-20 12:45,,,48,1.52,4,4
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:45,,,5,0.16,4,4
●,36ecbplus2_11,Church\Church-Misc,0,the FLSD,AnZhu,06-05-20 12:45,,,8,0.25,4,4
●,36ecbplus2_11,Church\Church-Misc,0,seven men,AnZhu,06-05-20 12:45,,,9,0.28,4,4
●,36ecbplus2_11,Charges,0,convicted of sexual assault and bigamy,AnZhu,06-05-20 12:45,,,38,1.2,4,4
●,36ecbplus2_11,Sexual assult,0,sexual assault,AnZhu,06-05-20 12:45,,,14,0.44,4,4
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:46,,,5,0.16,4,4
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:46,,,5,0.16,5,5
●,36ecbplus2_11,Church\Victims,0,both girls,AnZhu,06-05-20 12:46,,,10,0.32,5,5
●,36ecbplus2_11,Sexual assult,0,"a ""spiritual"" marriage bond",AnZhu,06-05-20 12:46,,,27,0.85,5,5
●,36ecbplus2_11,Church,0,the FLDS,AnZhu,06-05-20 12:46,,,8,0.25,5,5
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:47,,,5,0.16,5,5
●,36ecbplus2_11,Sexual assult,0,celestial marriage,AnZhu,06-05-20 12:47,,,18,0.57,5,5
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:47,,,5,0.16,5,5
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:47,,,5,0.16,5,5
●,36ecbplus2_11,Church\Jeffs\Attorneys,0,his defense team,AnZhu,06-05-20 12:47,,,16,0.51,5,5
●,36ecbplus2_11,Church\Jeffs,0,Mr. Jeffs,AnZhu,06-05-20 12:47,,,9,0.28,5,5
●,36ecbplus2_11,USA,0,the court,AnZhu,06-05-20 12:47,,,9,0.28,5,5
●,36ecbplus2_11,USA\Walther,0,U.S. District Judge Barbara Walther,AnZhu,06-05-20 12:48,,,35,1.11,5,5
●,36ecbplus2_11,USA\Walther,0,the judge,AnZhu,06-05-20 12:48,,,9,0.28,5,5
●,36ecbplus2_11,USA\USA-I\Prosecutors\Nichols,0,"special prosecutor for the Texas attorney general's office, Eric Nichols",AnZhu,06-05-20 12:48,,,72,2.27,6,6
●,36ecbplus2_11,Evidences,0,an audio recording of Jeffs having sex with a 12-year-old,AnZhu,06-05-20 12:48,,,57,1.8,6,6
●,36ecbplus2_11,Evidences,0,evidence,AnZhu,06-05-20 12:48,,,8,0.25,6,6
●,36ecbplus2_11,Evidences,0,a DNA report confirming Jeffs as the father of a 15-year-old FLSD member's child,AnZhu,06-05-20 12:49,,,80,2.53,6,6
●,36ecbplus2_11,Church\Victims,0,a 12-year-old,AnZhu,06-05-20 12:49,,,13,0.41,6,6
●,36ecbplus2_11,Church\Victims,0,a 15-year-old FLSD member,AnZhu,06-05-20 12:49,,,25,0.79,6,6
●,36ecbplus2_11,Church\Jeffs,0,the father of a 15-year-old FLSD member's child,AnZhu,06-05-20 12:49,,,47,1.48,6,6
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:50,,,5,0.16,6,6
●,36ecbplus2_11,USA\USA-I\Prosecutors\Nichols,0,Nichols,AnZhu,06-05-20 12:50,,,7,0.22,6,6
●,36ecbplus2_11,USA\Walther,0,Judge Walther,AnZhu,06-05-20 12:50,,,13,0.41,6,6
●,36ecbplus2_11,USA,0,the court,AnZhu,06-05-20 12:51,,,9,0.28,6,6
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:51,,,5,0.16,6,6
●,36ecbplus2_11,Church\Jeffs\Attorneys,0,his counsel,AnZhu,06-05-20 12:51,,,11,0.35,6,6
●,36ecbplus2_11,USA\Metze,0,"Director of criminal clinics for the Texas Tech School of Law, Patrick Metze",AnZhu,06-05-20 12:51,,,76,2.4,7,7
●,36ecbplus2_11,Church\Jeffs,0,Jeffs,AnZhu,06-05-20 12:51,,,5,0.16,7,7
●,36ecbplus2_11,Church\Jeffs\Attorneys,0,lawyers,AnZhu,06-05-20 12:51,,,7,0.22,7,7
●,36ecbplus2_11,USA\Walther,0,the judge,AnZhu,06-05-20 12:52,,,9,0.28,7,7
●,36ecbplus2_11,USA\Metze,0,Metze,AnZhu,06-05-20 12:52,,,5,0.16,7,7
●,36ecbplus2_3,Church\Jeffs,0,"Warren Jeffs, polygamist leader",AnZhu,05-05-20 15:29,,,31,0.61,1,1
●,36ecbplus2_3,Church\Jeffs,0,polygamist sect leader Warren Jeffs,AnZhu,05-05-20 15:29,,,35,0.68,2,2
●,36ecbplus2_3,Sexual assult,0,child sexual assault,AnZhu,05-05-20 15:29,,,20,0.39,2,2
●,36ecbplus2_3,Sexual assult,0,"""spiritual marriages.""",AnZhu,05-05-20 15:30,,,22,0.43,2,2
●,36ecbplus2_3,Church\Victims,0,two young followers,AnZhu,05-05-20 15:30,,,19,0.37,2,2
●,36ecbplus2_3,Sexual assult,0,took as brides,AnZhu,05-05-20 15:30,,,14,0.27,2,2
●,36ecbplus2_3,Church\Jeffs,0,The 55-year-old head of the Fundamentalist Church of Jesus Christ of Latter Day Saints,AnZhu,05-05-20 15:30,,,86,1.68,3,3
●,36ecbplus2_3,Church,0,the Fundamentalist Church of Jesus Christ of Latter Day Saints,AnZhu,05-05-20 15:31,,,62,1.21,3,3
●,36ecbplus2_3,Church\Jeffs,0,stone-faced,AnZhu,05-05-20 15:31,,,11,0.22,3,3
●,36ecbplus2_3,Church\Jeffs,0,"Jeffs, who acted as his own attorney",AnZhu,05-05-20 15:31,,,36,0.7,3,3
●,36ecbplus2_3,Verdict,0,life in prison,AnZhu,05-05-20 15:32,,,14,0.27,3,3
●,36ecbplus2_3,Verdict,0,sentencing proceedings,AnZhu,05-05-20 15:32,,,22,0.43,3,3
●,36ecbplus2_3,Verdict,0,a verdict,AnZhu,05-05-20 15:32,,,9,0.18,3,3
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:32,,,5,0.1,4,4
●,36ecbplus2_3,Church\Victims,0,a 15-year-old girl,AnZhu,05-05-20 15:33,,,18,0.35,4,4
●,36ecbplus2_3,Church\Victims,0,a child,AnZhu,05-05-20 15:33,,,7,0.14,4,4
●,36ecbplus2_3,Sexual assult,0,sexually assaulting a 12-year-old girl,AnZhu,05-05-20 15:33,,,38,0.74,4,4
●,36ecbplus2_3,Church\Victims,0,a 12-year-old girl,AnZhu,05-05-20 15:33,,,18,0.35,4,4
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:34,,,5,0.1,4,4
●,36ecbplus2_3,Sexual assult,0,instructing young women on how to please him sexually,AnZhu,05-05-20 15:34,,,53,1.04,4,4
●,36ecbplus2_3,Evidences,0,audio recordings,AnZhu,05-05-20 15:34,,,16,0.31,4,4
●,36ecbplus2_3,Evidences,0,an audio recording,AnZhu,05-05-20 15:34,,,18,0.35,4,4
●,36ecbplus2_3,Church,0,"The FLDS, which has at least 10,000 members nationwide",AnZhu,05-05-20 15:34,,,54,1.06,5,5
●,36ecbplus2_3,Church,0,a radical offshoot of mainstream Mormonism,AnZhu,05-05-20 15:35,,,42,0.82,5,5
●,36ecbplus2_3,Church,0,The church,AnZhu,05-05-20 15:35,,,10,0.2,5,5
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:35,,,5,0.1,5,5
●,36ecbplus2_3,Church\Jeffs,0,God's spokesman on earth,AnZhu,05-05-20 15:35,,,24,0.47,5,5
●,36ecbplus2_3,Church,0,the group's,AnZhu,05-05-20 15:35,,,11,0.22,5,5
●,36ecbplus2_3,USA\USA-I,0,Police,AnZhu,05-05-20 15:37,,,6,0.12,5,5
●,36ecbplus2_3,USA\USA-I,0,authorities,AnZhu,05-05-20 15:37,,,11,0.22,5,5
●,36ecbplus2_3,Church,0,the group,AnZhu,05-05-20 15:37,,,9,0.18,5,5
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:37,,,5,0.1,5,5
●,36ecbplus2_3,Church\Jeffs,0,the highest-profile defendant,AnZhu,05-05-20 15:37,,,29,0.57,5,5
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:37,,,5,0.1,6,6
●,36ecbplus2_3,USA\USA-Misc,0,spectators,AnZhu,05-05-20 15:38,,,10,0.2,6,6
●,36ecbplus2_3,Church,0,his church,AnZhu,05-05-20 15:39,,,10,0.2,7,7
●,36ecbplus2_3,Church\Jeffs,0,the defendant,AnZhu,05-05-20 15:39,,,13,0.25,7,7
●,36ecbplus2_3,USA\USA-I\Prosecutors\Nichols,0,lead prosecutor Eric Nichols,AnZhu,05-05-20 15:39,,,28,0.55,7,7
●,36ecbplus2_3,USA\USA-Misc,0,any people,AnZhu,05-05-20 15:39,,,10,0.2,7,7
●,36ecbplus2_3,Charges,0,this case,AnZhu,05-05-20 15:40,,,9,0.18,7,7
●,36ecbplus2_3,Charges,0,"a case stemming from two young followers he took as brides in what his church calls ""spiritual marriages",AnZhu,05-05-20 15:40,,,104,2.03,2,2
●,36ecbplus2_3,Church\Jeffs,0,"one individual, Warren Steed Jeffs",AnZhu,05-05-20 15:41,,,34,0.67,7,7
●,36ecbplus2_3,USA\USA-I\Prosecutors,0,Prosecutors,AnZhu,05-05-20 15:41,,,11,0.22,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:41,,,5,0.1,8,8
●,36ecbplus2_3,Evidences,0,information found during the raid on the compound,AnZhu,05-05-20 15:41,,,49,0.96,8,8
●,36ecbplus2_3,Evidences,0,Much of the material,AnZhu,05-05-20 15:41,,,20,0.39,8,8
●,36ecbplus2_3,USA\USA-I\Prosecutors\Nichols,0,Nichols,AnZhu,05-05-20 15:41,,,7,0.14,8,8
●,36ecbplus2_3,USA\USA-Misc,0,a lot of people,AnZhu,05-05-20 15:41,,,15,0.29,8,8
●,36ecbplus2_3,Church\Jeffs,0,This individual,AnZhu,05-05-20 15:42,,,15,0.29,8,8
●,36ecbplus2_3,Church\Jeffs,0,the prophet,AnZhu,05-05-20 15:42,,,11,0.22,8,8
●,36ecbplus2_3,Evidences,0,a record of that,AnZhu,06-05-20 12:54,,,16,0.31,8,8
●,36ecbplus2_3,Evidences,0,one of the tapes,AnZhu,05-05-20 15:42,,,16,0.31,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:42,,,5,0.1,8,8
●,36ecbplus2_3,USA\USA-I,0,authorities,AnZhu,05-05-20 15:42,,,11,0.22,8,8
●,36ecbplus2_3,Sexual assult,0,"""drawing close""",AnZhu,05-05-20 15:42,,,15,0.29,8,8
●,36ecbplus2_3,Sexual assult,0,"""being close,""",AnZhu,05-05-20 15:43,,,14,0.27,8,8
●,36ecbplus2_3,Sexual assult,0,sex,AnZhu,05-05-20 15:43,,,3,0.06,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:43,,,5,0.1,8,8
●,36ecbplus2_3,Evidences,0,Another audio tape,AnZhu,05-05-20 15:43,,,18,0.35,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:43,,,5,0.1,8,8
●,36ecbplus2_3,Church\Victims,0,the younger girl,AnZhu,05-05-20 15:43,,,16,0.31,8,8
●,36ecbplus2_3,Evidences,0,a recording made in August 2006 at the Texas compound,AnZhu,05-05-20 15:43,,,53,1.04,8,8
●,36ecbplus2_3,USA\Nick Hanna,0,"Nick Hanna, a Texas Ranger involved in the 2008 raid",AnZhu,05-05-20 15:44,,,52,1.02,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:44,,,5,0.1,8,8
●,36ecbplus2_3,Sexual assult,0,this service,AnZhu,05-05-20 15:44,,,12,0.23,8,8
●,36ecbplus2_3,Church\Victims,0,the alleged victim,AnZhu,05-05-20 15:45,,,18,0.35,8,8
●,36ecbplus2_3,Sexual assult,0,heavy breathing,AnZhu,05-05-20 15:45,,,15,0.29,8,8
●,36ecbplus2_3,USA\USA-I,0,The jury,AnZhu,05-05-20 15:45,,,8,0.16,8,8
●,36ecbplus2_3,USA\USA-I,0,One female juror,AnZhu,05-05-20 15:45,,,16,0.31,8,8
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:45,,,5,0.1,9,9
●,36ecbplus2_3,USA\USA-I,0,the judge,AnZhu,05-05-20 15:46,,,9,0.18,9,9
●,36ecbplus2_3,USA,0,the court,AnZhu,05-05-20 15:46,,,9,0.18,9,9
●,36ecbplus2_3,USA\USA-I,0,the state's witnesses,AnZhu,05-05-20 15:46,,,21,0.41,9,9
●,36ecbplus2_3,Church\Smith,0,former Mormon leader Joseph Smith Jr.,AnZhu,05-05-20 15:47,,,37,0.72,9,9
●,36ecbplus2_3,USA\USA-I,0,the jury,AnZhu,05-05-20 15:47,,,8,0.16,9,9
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:47,,,5,0.1,9,9
●,36ecbplus2_3,Church\Roundy,0,The lone defense witness,AnZhu,05-05-20 15:48,,,24,0.47,9,9
●,36ecbplus2_3,Church\Roundy,0,church elder JD Roundy,AnZhu,05-05-20 15:48,,,22,0.43,9,9
●,36ecbplus2_3,Church,0,FLDS,AnZhu,05-05-20 15:48,,,4,0.08,9,9
●,36ecbplus2_3,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 15:48,,,5,0.1,9,9
●,36ecbplus2_3,USA\Walther,0,state District Judge Barbara Walther,AnZhu,05-05-20 15:49,,,36,0.7,9,9
●,36ecbplus2_3,USA\Walther,0,Walther,AnZhu,05-05-20 15:49,,,7,0.14,9,9
●,36ecbplus2_3,Church,0,FLDS,AnZhu,05-05-20 15:49,,,4,0.08,10,10
●,36ecbplus2_3,Church\Church-Misc,0,Eleven other FLDS men,AnZhu,05-05-20 15:50,,,21,0.41,10,10
●,36ecbplus2_3,Sexual assult,0,sexual assault,AnZhu,05-05-20 15:50,,,14,0.27,10,10
●,36ecbplus2_3,Church\Church-Misc,0,All seven of those,AnZhu,05-05-20 15:50,,,18,0.35,10,10
●,36ecbplus2_3,Church\Church-Misc,0,"10,000 members",AnZhu,05-05-20 15:50,,,14,0.27,5,5
●,36ecbplus2_3,Church\Church-Misc,0,several men from the group,AnZhu,05-05-20 15:50,,,26,0.51,5,5
●,36ecbplus2_3,Church\Church-Misc,0,women dressed in frontier-style dresses and hairdos,AnZhu,05-05-20 15:51,,,51,1,5,5
●,36ecbplus2_3,Charges,0,child sexual assault case,AnZhu,05-05-20 15:51,,,25,0.49,1,1
●,36ecbplus2_3,Sexual assult,0,child sexual assault,AnZhu,05-05-20 15:51,,,20,0.39,1,1
●,36ecbplus2_3,USA\USA-I\Prosecutors,0,Prosecutors,AnZhu,05-05-20 15:52,,,11,0.22,4,4
●,36ecbplus2_3,USA\USA-I\Prosecutors,0,Prosecutors,AnZhu,05-05-20 15:52,,,11,0.22,7,7
●,36ecbplus2_3,USA\USA-I,0,A Texas jury,AnZhu,05-05-20 15:52,,,12,0.23,2,2
●,36ecbplus2_3,USA\USA-I,0,The jury,AnZhu,05-05-20 15:52,,,8,0.16,3,3
●,36ecbplus2_3,Raid,0,raided the group's remote West Texas ranch in April 2008,AnZhu,06-05-20 12:52,,,56,1.1,5,5
●,36ecbplus2_3,Raid,0,the raid,AnZhu,06-05-20 12:52,,,8,0.16,5,5
●,36ecbplus2_3,Raid,0,the raid on the compound,AnZhu,06-05-20 12:53,,,24,0.47,8,8
●,36ecbplus2_3,Raid,0,the 2008 raid,AnZhu,06-05-20 12:53,,,13,0.25,8,8
●,36ecbplus2_3,Raid,0,the original raid,AnZhu,06-05-20 12:53,,,17,0.33,9,9
●,36ecbplus2_3,Church\Church-Misc,0,church members,AnZhu,06-05-20 12:54,,,14,0.27,8,8
●,36ecbplus2_3,Church\Church-Misc,0,underage girls who were clearly pregnant,AnZhu,06-05-20 13:00,,,40,0.78,5,5
●,36ecbplus2_3,Church\Church-Misc,0,more than 400 children,AnZhu,06-05-20 13:00,,,22,0.43,5,5
●,36ecbplus2_8,Church\Jeffs,0,polygamist Warren Jeffs,AnZhu,05-05-20 16:12,,,23,0.4,1,1
●,36ecbplus2_8,Church\Jeffs,0,Warren Jeffs,AnZhu,05-05-20 16:12,,,12,0.21,2,2
●,36ecbplus2_8,Sexual assult,0,the polygamous marriages,AnZhu,05-05-20 16:15,,,24,0.42,2,2
●,36ecbplus2_8,Church\Church-Misc,0,his followers,AnZhu,05-05-20 16:15,,,13,0.23,2,2
●,36ecbplus2_8,Church,0,the Fundamentalist Church of Jesus Christ of Latter Day Saints (FLDS),AnZhu,05-05-20 16:15,,,69,1.21,2,2
●,36ecbplus2_8,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 16:15,,,5,0.09,2,2
●,36ecbplus2_8,Church\Jeffs,0,the self-styled prophet,AnZhu,05-05-20 16:15,,,23,0.4,3,3
●,36ecbplus2_8,USA\USA-I,0,An Arizona judge,AnZhu,05-05-20 16:16,,,16,0.28,3,3
●,36ecbplus2_8,Charges,0,the original charges against Jeffs,AnZhu,05-05-20 16:16,,,34,0.6,3,3
●,36ecbplus2_8,Charges,0,the very charges that had catapulted him into national headline,AnZhu,05-05-20 16:16,,,63,1.11,3,3
●,36ecbplus2_8,USA\USA-I,0,Texas authorities,AnZhu,05-05-20 16:16,,,17,0.3,3,3
●,36ecbplus2_8,Charges,0,even more serious charges,AnZhu,05-05-20 16:16,,,25,0.44,3,3
●,36ecbplus2_8,Church\Jeffs,0,Warren Jeffs,AnZhu,05-05-20 16:17,,,12,0.21,3,3
●,36ecbplus2_8,USA\Saathoff,0,"Lauri Saathoff, a spokesperson for Texas Attorney General Greg Abbott",AnZhu,05-05-20 16:17,,,69,1.21,3,3
●,36ecbplus2_8,USA\Abbott,0,Texas Attorney General Greg Abbott,AnZhu,05-05-20 16:17,,,34,0.6,3,3
●,36ecbplus2_8,Church\Jeffs,0,Jeffs,AnZhu,05-05-20 16:17,,,5,0.09,4,4
●,36ecbplus2_8,Charges,0,the original charges,AnZhu,05-05-20 16:18,,,20,0.35,4,4
●,36ecbplus2_8,Charges,0,arranging and performing marriages between two underage girls and their older male relatives,AnZhu,05-05-20 16:18,,,92,1.62,4,4
●,36ecbplus2_8,Charges,0,being an accomplice to sexual misconduct with minors,AnZhu,06-05-20 12:14,,,52,0.91,4,4
●,36ecbplus2_8,Church\Victims,0,two underage girls,AnZhu,05-05-20 16:18,,,18,0.32,4,4
●,36ecbplus2_8,USA\USA-I\Prosecutors,0,The prosecutor in the case,AnZhu,05-05-20 16:18,,,26,0.46,4,4
●,36ecbplus2_8,Church\Victims,0,the two victims,AnZhu,05-05-20 16:19,,,15,0.26,4,4
●,36ecbplus2_8,Charges,0,the charges,AnZhu,05-05-20 16:19,,,11,0.19,4,4
●,36ecbplus2_8,Church\Jeffs\Attorneys\Picarretta,0,"Jeffs' attorney, Mike Picarretta",AnZhu,05-05-20 16:19,,,32,0.56,4,4
●,36ecbplus2_8,Charges,0,the cases,AnZhu,05-05-20 16:19,,,9,0.16,4,4
